amphoe_id,romanized_amphoe,thai_amphoe,province_id
624,Amphoe Kapoe,อำเภอกะเปอร์,49
625,Amphoe Kra Buri,อำเภอกระบุรี,49
626,Amphoe La-un,อำเภอละอุ่น,49
627,Amphoe Suk Samran,อำเภอสุขสำราญ,49
628,Amphoe Mueang Ratchaburi,อำเภอเมืองราชบุรี,51
629,Amphoe Ban Kha,อำเภอบ้านคา,51
630,Amphoe Ban Pong,อำเภอบ้านโป่ง,51
631,Amphoe Bang Phae,อำเภอบางแพ,51
632,Amphoe Chom Bueng,อำเภอจอมบึง,51
633,Amphoe Damnoen Saduak,อำเภอดำเนินสะดวก,51
634,Amphoe Pak Tho,อำเภอปากท่อ,51
635,Amphoe Photharam,อำเภอโพธาราม,51
636,Amphoe Suan Phueng,อำเภอสวนผึ้ง,51
637,Amphoe Wat Phleng,อำเภอวัดเพลง,51
638,Amphoe Mueang Rayong,อำเภอเมืองระยอง,50
639,Amphoe Ban Chang,อำเภอบ้านฉาง,50
640,Amphoe Ban Khai,อำเภอบ้านค่าย,50
641,Amphoe Khao Chamao,อำเภอเขาชะเมา,50
642,Amphoe Klaeng,อำเภอแกลง,50
643,Amphoe Nikhom Phatthana,อำเภอนิคมพัฒนา,50
644,Amphoe Pluak Daeng,อำเภอปลวกแดง,50
645,Amphoe Wang Chan,อำเภอวังจันทร์,50
646,Amphoe Mueang Roi Et,อำเภอเมืองร้อยเอ็ด,48
647,Amphoe At Samat,อำเภออาจสามารถ,48
648,Amphoe Changhan,อำเภอจังหาร,48
649,Amphoe Chaturaphak Phiman,อำเภอจตุรพักตรพิมาน,48
650,Amphoe Chiang Khwan,อำเภอเชียงขวัญ,48
651,Amphoe Kaset Wisai,อำเภอเกษตรวิสัย,48
652,Amphoe Moei Wadi,อำเภอเมยวดี,48
653,Amphoe Mueang Suang,อำเภอเมืองสรวง,48
654,Amphoe Nong Hi,อำเภอหนองฮี,48
655,Amphoe Nong Phok,อำเภอหนองพอก,48
656,Amphoe Pathum Rat,อำเภอปทุมรัตต์,48
657,Amphoe Phanom Phrai,อำเภอพนมไพร  ,48
658,Amphoe Pho Chai,อำเภอโพธิ์ชัย,48
659,Amphoe Phon Sai,อำเภอโพนทราย,48
660,Amphoe Phon Thong,อำเภอโพนทอง,48
661,Amphoe Selaphum,อำเภอเสลภูมิ,48
662,Amphoe Si Somdet,อำเภอศรีสมเด็จ,48
663,Amphoe Suwannaphum,อำเภอสุวรรณภูมิ,48
664,Amphoe Thawat Buri,อำเภอธวัชบุรี,48
665,Amphoe Thung Khao Luang,อำเภอทุ่งเขาหลวง,48
666,Amphoe Mueang Sa Kaeo,อำเภอเมืองสระแก้ว,63
667,Amphoe Aranyaprathet,อำเภออรัญประเทศ,63
668,Amphoe Khao Chakan,อำเภอเขาฉกรรจ์,63
669,Amphoe Khlong Hat,อำเภอคลองหาด,63
670,Amphoe Khok Sung,อำเภอโคกสูง,63
671,Amphoe Ta Phraya,อำเภอตาพระยา,63
672,Amphoe Wang Nam Yen,อำเภอวังน้ำเย็น,63
673,Amphoe Wang Sombun,อำเภอวังสมบูรณ์,63
674,Amphoe Watthana Nakhon,อำเภอวัฒนานคร,63
675,Amphoe Mueang Sakon Nakhon,อำเภอเมืองสกลนคร,57
676,Amphoe Akat Amnuai,อำเภออากาศอำนวย,57
677,Amphoe Ban Muang,อำเภอบ้านม่วง,57
678,Amphoe Charoen Sin,อำเภอเจริญศิลป์,57
679,Amphoe Kham Ta Kla,อำเภอคำตากล้า,57
680,Amphoe Khok Si Suphan,อำเภอโคกศรีสุพรรณ,57
681,Amphoe Kusuman,อำเภอกุสุมาลย์,57
682,Amphoe Kut Bak,อำเภอกุดบาก,57
683,Amphoe Nikhom Nam Un,อำเภอนิคมน้ำอูน,57
684,Amphoe Phang Khon,อำเภอพังโคน,57
685,Amphoe Phanna Nikhom,อำเภอพรรณานิคม,57
686,Amphoe Phon Na Kaeo,อำเภอโพนนาแก้ว,57
687,Amphoe Phu Phan,อำเภอภูพาน,57
688,Amphoe Sawang Daen Din,อำเภอสว่างแดนดิน,57
689,Amphoe Song Dao,อำเภอส่องดาว,57
690,Amphoe Tao Ngoi,อำเภอเต่างอย,57
691,Amphoe Wanon Niwat,อำเภอวานรนิวาส,57
692,Amphoe Waritchaphum,อำเภอวาริชภูมิ,57
693,Amphoe Mueang Samut Prakan,อำเภอเมืองสมุทรปราการ,60
694,Amphoe Bang Bo,อำเภอบางบ่อ,60
695,Amphoe Bang Phli,อำเภอบางพลี,60
696,Amphoe Bang Sao Thong,อำเภอบางเสาธง,60
697,Amphoe Phra Pradaeng,อำเภอพระประแดง,60
698,Amphoe Phra Samut Chedi,อำเภอพระสมุทรเจดีย์,60
699,Amphoe Mueang Samut Sakhon,อำเภอเมืองสมุทรสาคร,62
700,Amphoe Ban Phaeo,อำเภอบ้านแพ้ว,62
701,Amphoe Krathum Baen,อำเภอกระทุ่มแบน,62
702,Amphoe Mueang Samut Songkhram,อำเภอเมืองสมุทรสงคราม,61
703,Amphoe Amphawa,อำเภออัมพวา,61
704,Amphoe Bang Khonthi,อำเภอบางคนที,61
705,Amphoe Mueang Saraburi,อำเภอเมืองสระบุรี,64
706,Amphoe Ban Mo,อำเภอบ้านหมอ,64
707,Amphoe Chaloem Phra Kiat,อำเภอเฉลิมพระเกียรติ,64
708,Amphoe Don Phut,อำเภอดอนพุด,64
709,Amphoe Kaeng Khoi,อำเภอแก่งคอย,64
710,Amphoe Muak Lek,อำเภอมวกเหล็ก,64
711,Amphoe Nong Don,อำเภอหนองโดน,64
712,Amphoe Nong Khae,อำเภอหนองแค,64
713,Amphoe Nong Saeng,อำเภอหนองแซง,64
714,Amphoe Phra Phutthabat,อำเภอพระพุทธบาท,64
715,Amphoe Sao Hai,อำเภอเสาไห้,64
716,Amphoe Wang Muang,อำเภอวังม่วง,64
717,Amphoe Wihan Daeng,อำเภอวิหารแดง,64
718,Amphoe Mueang Satun,อำเภอเมืองสตูล,59
719,Amphoe Khuan Don,อำเภอควนโดน,59
720,Amphoe Khuan Kalong,อำเภอควนกาหลง,59
721,Amphoe La-ngu,อำเภอละงู,59
722,Amphoe Manang,อำเภอมะนัง,59
723,Amphoe Tha Phae,อำเภอท่าแพ,59
724,Amphoe Thung Wa,อำเภอทุ่งหว้า,59
725,Amphoe Mueang Sing Buri,อำเภอเมืองสิงห์บุรี,65
726,Amphoe Bang Rachan,อำเภอบางระจัน,65
727,Amphoe In Buri,อำเภออินทร์บุรี,65
728,Amphoe Khai Bang Rachan,อำเภอค่ายบางระจัน,65
729,Amphoe Phrom Buri,อำเภอพรหมบุรี,65
730,Amphoe Tha Chang,อำเภอท่าช้าง,65
731,Amphoe Mueang Si Sa Ket,อำเภอเมืองศรีสะเกษ,56
732,Amphoe Benchalak,อำเภอเบญจลักษ์,56
733,Amphoe Bueng Bun,อำเภอบึงบูรพ์,56
734,Amphoe Huai Thap Than,อำเภอห้วยทับทัน,56
735,Amphoe Kantharalak,อำเภอกันทรลักษ์,56
736,Amphoe Kanthararom,อำเภอกันทรารมย์,56
737,Amphoe Khukhan,อำเภอขุขันธ์,56
738,Amphoe Khun Han,อำเภอขุนหาญ,56
739,Amphoe Mueang Chan,อำเภอเมืองจันทร์,56
740,Amphoe Nam Kliang,อำเภอน้ำเกลี้ยง,56
741,Amphoe Non Khun,อำเภอโนนคูน,56
742,Amphoe Phayu,อำเภอพยุห์,56
743,Amphoe Pho Si Suwan,อำเภอโพธิ์ศรีสุวรรณ,56
744,Amphoe Phrai Bueng,อำเภอไพรบึง,56
745,Amphoe Phu Sing,อำเภอภูสิงห์,56
746,Amphoe Prang Ku,อำเภอปรางค์กู่,56
747,Amphoe Rasi Salai,อำเภอราษีไศล,56
748,Amphoe Sila Lat,อำเภอศิลาลาด,56
749,Amphoe Si Rattana,อำเภอศรีรัตนะ,56
750,Amphoe Uthumphon Phisai,อำเภออุทุมพรพิสัย,56
751,Amphoe Wang Hin,อำเภอวังหิน,56
752,Amphoe Yang Chum Noi,อำเภอยางชุมน้อย,56
753,Amphoe Mueang Songkhla,อำเภอเมืองสงขลา,58
754,Amphoe Bang Klam,อำเภอบางกล่ำ,58
755,Amphoe Chana,อำเภอจะนะ,58
756,Amphoe Hat Yai,อำเภอหาดใหญ่,58
757,Amphoe Khlong Hoi Khong,อำเภอคลองหอยโข่ง,58
758,Amphoe Khuan Niang,อำเภอควนเนียง,58
759,Amphoe Krasae Sin,อำเภอกระแสสินธุ์,58
760,Amphoe Na Mom,อำเภอนาหม่อม,58
761,Amphoe Na Thawi,อำเภอนาทวี,58
762,Amphoe Ranot,อำเภอระโนด,58
763,Amphoe Rattaphum,อำเภอรัตภูมิ,58
764,Amphoe Saba Yoi,อำเภอสะบ้าย้อย,58
765,Amphoe Sadao,อำเภอสะเดา,58
766,Amphoe Sathing Phra,อำเภอสทิงพระ,58
767,Amphoe Singhanakhon,อำเภอสิงหนคร  ,58
768,Amphoe Thepha,อำเภอเทพา,58
769,Amphoe Mueang Sukhothai,อำเภอเมืองสุโขทัย,66
770,Amphoe Ban Dan Lan Hoi,อำเภอบ้านด่านลานหอย,66
771,Amphoe Khiri Mat,อำเภอคีรีมาศ,66
772,Amphoe Kong Krailat,อำเภอกงไกรลาศ,66
773,Amphoe Sawankhalok,อำเภอสวรรคโลก,66
774,Amphoe Si Nakhon,อำเภอศรีนคร,66
775,Amphoe Si Samrong,อำเภอศรีสำโรง,66
776,Amphoe Si Satchanalai,อำเภอศรีสัชนาลัย,66
777,Amphoe Thung Saliam,อำเภอทุ่งเสลี่ยม,66
778,Amphoe Mueang Suphan Buri,อำเภอเมืองสุพรรณบุรี,67
779,Amphoe Bang Pla Ma,อำเภอบางปลาม้า,67
780,Amphoe Dan Chang,อำเภอด่านช้าง,67
781,Amphoe Doem Bang Nang Buat,อำเภอเดิมบางนางบวช,67
782,Amphoe Don Chedi,อำเภอดอนเจดีย์,67
783,Amphoe Nong Ya Sai,อำเภอหนองหญ้าไซ,67
784,Amphoe Sam Chuk,อำเภอสามชุก,67
785,Amphoe Si Prachan,อำเภอศรีประจันต์,67
786,Amphoe Song Phi Nong,อำเภอสองพี่น้อง,67
787,Amphoe U Thong,อำเภออู่ทอง,67
788,Amphoe Mueang Surat Thani,อำเภอเมืองสุราษฎร์ธานี,68
789,Amphoe Ban Na Doem,อำเภอบ้านนาเดิม,68
790,Amphoe Ban Na San,อำเภอบ้านนาสาร,68
791,Amphoe Ban Ta Khun,อำเภอบ้านตาขุน,68
792,Amphoe Chai Buri,อำเภอชัยบุรี,68
793,Amphoe Chaiya,อำเภอไชยา,68
794,Amphoe Don Sak,อำเภอดอนสัก,68
795,Amphoe Kanchanadit,อำเภอกาญจนดิษฐ์,68
796,Amphoe Khian Sa,อำเภอเคียนซา,68
797,Amphoe Khiri Rat  Nikhom,อำเภอคีรีรัฐนิคม,68
798,Amphoe Ko Pha-ngan,อำเภอเกาะพะงัน,68
799,Amphoe Ko Samui,อำเภอเกาะสมุย,68
800,Amphoe Phanom,อำเภอพนม,68
801,Amphoe Phrasaeng,อำเภอพระแสง,68
802,Amphoe Phunphin,อำเภอพุนพิน,68
803,Amphoe Tha Chana,อำเภอท่าชนะ,68
804,Amphoe Tha Chang,อำเภอท่าฉาง,68
805,Amphoe Vibhavadi,อำเภอวิภาวดี,68
806,Amphoe Wiang Sa,อำเภอเวียงสระ,68
807,Amphoe Mueang Surin,อำเภอเมืองสุรินทร์,69
808,Amphoe Buachet,อำเภอบัวเชด,69
809,Amphoe Chom Phra,อำเภอจอมพระ,69
810,Amphoe Chumphon Buri,อำเภอชุมพลบุรี,69
811,Amphoe Kap Choeng,อำเภอกาบเชิง,69
812,Amphoe Khwao Sinarin,อำเภอเขวาสินรินทร์,69
813,Amphoe Lamduan,อำเภอลำดวน,69
814,Amphoe Non Narai,อำเภอโนนนารายณ์,69
815,Amphoe Phanom Dong Rak,อำเภอพนมดงรัก,69
816,Amphoe Prasat,อำเภอปราสาท,69
817,Amphoe Rattanaburi,อำเภอรัตนบุรี,69
818,Amphoe Samrong Thap,อำเภอสำโรงทาบ,69
819,Amphoe Sangkha,อำเภอสังขะ,69
820,Amphoe Sanom,อำเภอสนม,69
821,Amphoe Sikhoraphum,อำเภอศีขรภูมิ,69
822,Amphoe Si Narong,อำเภอศรีณรงค์,69
823,Amphoe Tha Tum,อำเภอท่าตูม,69
824,Amphoe Mueang Tak,อำเภอเมืองตาก,17
825,Amphoe Ban Tak,อำเภอบ้านตาก,17
826,Amphoe Mae Ramat,อำเภอแม่ระมาด,17
827,Amphoe Mae Sot,อำเภอแม่สอด,17
828,Amphoe Phop Phra,อำเภอพบพระ,17
829,Amphoe Sam Ngao,อำเภอสามเงา,17
830,Amphoe Tha Song Yang,อำเภอท่าสองยาง,17
831,Amphoe Umphang,อำเภออุ้มผาง,17
832,Amphoe Wang Chao,อำเภอวังเจ้า,17
833,Amphoe Mueang Trang,อำเภอเมืองตรัง,15
834,Amphoe Hat Samran,อำเภอหาดสำราญ,15
835,Amphoe Huai Yot,อำเภอห้วยยอด,15
836,Amphoe Kantang,อำเภอกันตัง,15
837,Amphoe Na Yong,อำเภอนาโยง,15
838,Amphoe Palian,อำเภอปะเหลียน,15
839,Amphoe Ratsada,อำเภอรัษฎา,15
840,Amphoe Sikao,อำเภอสิเกา,15
841,Amphoe Wang Wiset,อำเภอวังวิเศษ,15
842,Amphoe Yan Ta Khao,อำเภอย่านตาขาว,15
843,Amphoe Mueang Trat,อำเภอเมืองตราด,16
844,Amphoe Bo Rai,อำเภอบ่อไร่,16
845,Amphoe Khao Saming,อำเภอเขาสมิง,16
846,Amphoe Khlong Yai,อำเภอคลองใหญ่,16
847,Amphoe Ko Chang,อำเภอเกาะช้าง,16
848,Amphoe Ko Kut,อำเภอเกาะกูด,16
849,Amphoe Laem Ngop,อำเภอแหลมงอบ,16
850,Amphoe Mueang Ubon Ratchathani,อำเภอเมืองอุบลราชธานี,77
851,Amphoe Buntharik,อำเภอบุณฑริก,77
852,Amphoe Det Udom,อำเภอเดชอุดม,77
853,Amphoe Don Mot Daeng,อำเภอดอนมดแดง,77
854,Amphoe Khemarat,อำเภอเขมราฐ,77
855,Amphoe Lao Suea Kok,อำเภอเหล่าเสือโก้ก,77
856,Amphoe Khong Chiam,อำเภอโขงเจียม,77
857,Amphoe Khueang Nai,อำเภอเขื่องใน,77
858,Amphoe Kut Khaopun,อำเภอกุดข้าวปุ้น,77
859,Amphoe Muang Sam Sip,อำเภอม่วงสามสิบ,77
860,Amphoe Na Chaluai,อำเภอนาจะหลวย,77
861,Amphoe Nam Khun,อำเภอน้ำขุ่น,77
862,Amphoe Nam Yuen,อำเภอน้ำยืน,77
863,Amphoe Na Tan,อำเภอนาตาล,77
864,Amphoe Na Yia,อำเภอนาเยีย,77
865,Amphoe Phibun Mangsahan,อำเภอพิบูลมังสาหาร,77
866,Amphoe Pho Sai,อำเภอโพธิ์ไทร,77
867,Amphoe Samrong,อำเภอสำโรง,77
868,Amphoe Sawang Wirawong,อำเภอสว่างวีระวงศ์,77
869,Amphoe Si Mueang Mai,อำเภอศรีเมืองใหม่,77
870,Amphoe Sirindhorn,อำเภอสิรินธร,77
871,Amphoe Tan Sum,อำเภอตาลสุม,77
872,Amphoe Thung Si Udom,อำเภอทุ่งศรีอุดม,77
873,Amphoe Trakan Phuet Phon,อำเภอตระการพืชผล,77
874,Amphoe Warin Chamrap,อำเภอวารินชำราบ,77
875,Amphoe Mueang Udon Thani,อำเภอเมืองอุดรธานี,74
876,Amphoe Ban Dung,อำเภอบ้านดุง,74
877,Amphoe Ban Phue,อำเภอบ้านผือ,74
878,Amphoe Chai Wan,อำเภอไชยวาน,74
879,Amphoe Ku Kaeo,อำเภอกู่แก้ว,74
880,Amphoe Kumphawapi,อำเภอกุมภวาปี,74
881,Amphoe Kut Chap,อำเภอกุดจับ,74
882,Amphoe Na Yung,อำเภอนายูง,74
883,Amphoe Nam Som,อำเภอน้ำโสม,74
884,Amphoe Non Sa-at,อำเภอโนนสะอาด,74
885,Amphoe Nong Han,อำเภอหนองหาน,74
886,Amphoe Nong Saeng,อำเภอหนองแสง,74
887,Amphoe Nong Wua So,อำเภอหนองวัวซอ,74
888,Amphoe Phen,อำเภอเพ็ญ,74
889,Amphoe Phibun Rak,อำเภอพิบูลย์รักษ์,74
890,Amphoe Prachaksinlapakhom,อำเภอประจักษ์ศิลปาคม,74
891,Amphoe Sang Khom,อำเภอสร้างคอม,74
892,Amphoe Si That,อำเภอศรีธาตุ,74
893,Amphoe Thung Fon,อำเภอทุ่งฝน,74
894,Amphoe Wang Sam Mo,อำเภอวังสามหมอ,74
895,Amphoe Mueang Uthai Thani,อำเภอเมืองอุทัยธานี,76
896,Amphoe Ban Rai,อำเภอบ้านไร่,76
897,Amphoe Huai Khot,อำเภอห้วยคต,76
898,Amphoe Lan Sak,อำเภอลานสัก,76
899,Amphoe Nong Chang,อำเภอหนองฉาง,76
900,Amphoe Nong Khayang,อำเภอหนองขาหย่าง,76
901,Amphoe Sawang Arom,อำเภอสว่างอารมณ์,76
902,Amphoe Thap Than,อำเภอทัพทัน,76
903,Amphoe Mueang Uttaradit,อำเภอเมืองอุตรดิตถ์,75
904,Amphoe Ban Khok,อำเภอบ้านโคก,75
905,Amphoe Fak Tha,อำเภอฟากท่า,75
906,Amphoe Laplae,อำเภอลับแล,75
907,Amphoe Nam Pat,อำเภอน้ำปาด,75
908,Amphoe Phichai,อำเภอพิชัย,75
909,Amphoe Tha Pla,อำเภอท่าปลา,75
910,Amphoe Thong Saen Khan,อำเภอทองแสนขัน,75
911,Amphoe Tron,อำเภอตรอน,75
912,Amphoe Mueang Yala,อำเภอเมืองยะลา,47
913,Amphoe Bannang Sata,อำเภอบันนังสตา,47
914,Amphoe Betong,อำเภอเบตง,47
915,Amphoe Kabang,อำเภอกาบัง,47
916,Amphoe Krong Pinang,อำเภอกรงปินัง,47
917,Amphoe Raman,อำเภอรามัน,47
918,Amphoe Than To,อำเภอธารโต,47
919,Amphoe Yaha,อำเภอยะหา,47
920,Amphoe Mueang Yasothon,อำเภอเมืองยโสธร,46
921,Amphoe Kham Khuean Kaeo,อำเภอคำเขื่อนแก้ว,46
922,Amphoe Kho Wang,อำเภอค้อวัง,46
923,Amphoe Kut Chum,อำเภอกุดชุม,46
924,Amphoe Loeng Nok Tha,อำเภอเลิงนกทา,46
925,Amphoe Maha Chana Chai,อำเภอมหาชนะชัย,46
926,Amphoe Pa Tio,อำเภอป่าติ้ว,46
927,Amphoe Sai Mun,อำเภอทรายมูล,46
928,Amphoe Thai Charoen,อำเภอไทยเจริญ,46
