,original,destination,original address,destination address,distance,time
65,ฉะเชิงเทรา,กรุงเทพมหานคร,"['39 Maha Chakkraphat 5, Tambon Na Muang, Amphoe Mueang Chachoengsao, Chang Wat Chachoengsao 24000, Thailand']","['Victory Monument (Din Daeng side), Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand']",68.8 km,1 hour 10 mins
66,ฉะเชิงเทรา,สมุทรปราการ,"['39 Maha Chakkraphat 5, Tambon Na Muang, Amphoe Mueang Chachoengsao, Chang Wat Chachoengsao 24000, Thailand']","['246 Sukhumvit Rd, Thai Ban, อำเภอเมือง Chang Wat Samut Prakan 10280, Thailand']",74.1 km,1 hour 13 mins
67,ฉะเชิงเทรา,ปทุมธานี,"['39 Maha Chakkraphat 5, Tambon Na Muang, Amphoe Mueang Chachoengsao, Chang Wat Chachoengsao 24000, Thailand']","['2G9M+VVJ, Thanon Tad Bomrong, Tambon Bang Prok, Amphoe Mueang Pathum Thani, Chang Wat Pathum Thani 12000, Thailand']",88.0 km,1 hour 32 mins
68,ฉะเชิงเทรา,ชลบุรี,"['39 Maha Chakkraphat 5, Tambon Na Muang, Amphoe Mueang Chachoengsao, Chang Wat Chachoengsao 24000, Thailand']","['9X6H+PWW, Phaya Satcha Alley, Tambon Bang Pla Soi, Amphoe Mueang Chon Buri, Chang Wat Chon Buri 20000, Thailand']",43.1 km,55 mins
69,ฉะเชิงเทรา,ระยอง,"['39 Maha Chakkraphat 5, Tambon Na Muang, Amphoe Mueang Chachoengsao, Chang Wat Chachoengsao 24000, Thailand']","['M79F+8PW, Taksin Maharat Rd, Tambon Tha Pradu, Amphoe Mueang Rayong, Chang Wat Rayong 21000, Thailand']",137 km,1 hour 54 mins
70,ฉะเชิงเทรา,จันทบุรี,"['39 Maha Chakkraphat 5, Tambon Na Muang, Amphoe Mueang Chachoengsao, Chang Wat Chachoengsao 24000, Thailand']","['33 เลียบเนิน, Tambon Wat Mai, Amphoe Mueang Chanthaburi, Chang Wat Chanthaburi 22000, Thailand']",190 km,2 hours 52 mins
71,ฉะเชิงเทรา,ปราจีนบุรี,"['39 Maha Chakkraphat 5, Tambon Na Muang, Amphoe Mueang Chachoengsao, Chang Wat Chachoengsao 24000, Thailand']","['306/9 Prachin Anuson, Tambon Na Muang, Amphoe Mueang Prachin Buri, Chang Wat Prachin Buri 25000, Thailand']",76.3 km,1 hour 7 mins
72,ฉะเชิงเทรา,นครนายก,"['39 Maha Chakkraphat 5, Tambon Na Muang, Amphoe Mueang Chachoengsao, Chang Wat Chachoengsao 24000, Thailand']","['160 Ban Yai Alley, Tambon Ban Yai, Amphoe Mueang Nakhon Nayok, Chang Wat Nakhon Nayok 26000, Thailand']",74.1 km,1 hour 22 mins
73,ฉะเชิงเทรา,สระแก้ว,"['39 Maha Chakkraphat 5, Tambon Na Muang, Amphoe Mueang Chachoengsao, Chang Wat Chachoengsao 24000, Thailand']","['9 Thetsaban 12 Alley, Amphoe Mueang Sa Kaeo, Chang Wat Sa Kaeo 27000, Thailand']",124 km,1 hour 39 mins
74,ปราจีนบุรี,ฉะเชิงเทรา,"['306/9 Prachin Anuson, Tambon Na Muang, Amphoe Mueang Prachin Buri, Chang Wat Prachin Buri 25000, Thailand']","['39 Maha Chakkraphat 5, Tambon Na Muang, Amphoe Mueang Chachoengsao, Chang Wat Chachoengsao 24000, Thailand']",76.3 km,1 hour 7 mins
75,ปราจีนบุรี,นครนายก,"['306/9 Prachin Anuson, Tambon Na Muang, Amphoe Mueang Prachin Buri, Chang Wat Prachin Buri 25000, Thailand']","['160 Ban Yai Alley, Tambon Ban Yai, Amphoe Mueang Nakhon Nayok, Chang Wat Nakhon Nayok 26000, Thailand']",25.4 km,27 mins
76,ปราจีนบุรี,สระแก้ว,"['306/9 Prachin Anuson, Tambon Na Muang, Amphoe Mueang Prachin Buri, Chang Wat Prachin Buri 25000, Thailand']","['9 Thetsaban 12 Alley, Amphoe Mueang Sa Kaeo, Chang Wat Sa Kaeo 27000, Thailand']",89.6 km,1 hour 27 mins
77,ปราจีนบุรี,นครราชสีมา,"['306/9 Prachin Anuson, Tambon Na Muang, Amphoe Mueang Prachin Buri, Chang Wat Prachin Buri 25000, Thailand']","['X3CX+FVW, San-Prasit Rd, Tambon Nai Mueang, Amphoe Mueang Nakhon Ratchasima, Chang Wat Nakhon Ratchasima 30000, Thailand']",189 km,2 hours 57 mins
78,นครนายก,กรุงเทพมหานคร,"['160 Ban Yai Alley, Tambon Ban Yai, Amphoe Mueang Nakhon Nayok, Chang Wat Nakhon Nayok 26000, Thailand']","['Victory Monument (Din Daeng side), Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand']",107 km,1 hour 38 mins
79,นครนายก,ปทุมธานี,"['160 Ban Yai Alley, Tambon Ban Yai, Amphoe Mueang Nakhon Nayok, Chang Wat Nakhon Nayok 26000, Thailand']","['2G9M+VVJ, Thanon Tad Bomrong, Tambon Bang Prok, Amphoe Mueang Pathum Thani, Chang Wat Pathum Thani 12000, Thailand']",90.3 km,1 hour 38 mins
80,นครนายก,สระบุรี,"['160 Ban Yai Alley, Tambon Ban Yai, Amphoe Mueang Nakhon Nayok, Chang Wat Nakhon Nayok 26000, Thailand']","['10/4/19 ถนน พิชัยรณรงค์สงคราม Amphoe Mueang Saraburi, Chang Wat Saraburi 18000, Thailand']",59.3 km,1 hour 2 mins
81,นครนายก,ฉะเชิงเทรา,"['160 Ban Yai Alley, Tambon Ban Yai, Amphoe Mueang Nakhon Nayok, Chang Wat Nakhon Nayok 26000, Thailand']","['39 Maha Chakkraphat 5, Tambon Na Muang, Amphoe Mueang Chachoengsao, Chang Wat Chachoengsao 24000, Thailand']",74.2 km,1 hour 24 mins
82,นครนายก,ปราจีนบุรี,"['160 Ban Yai Alley, Tambon Ban Yai, Amphoe Mueang Nakhon Nayok, Chang Wat Nakhon Nayok 26000, Thailand']","['306/9 Prachin Anuson, Tambon Na Muang, Amphoe Mueang Prachin Buri, Chang Wat Prachin Buri 25000, Thailand']",26.1 km,29 mins
83,นครนายก,นครราชสีมา,"['160 Ban Yai Alley, Tambon Ban Yai, Amphoe Mueang Nakhon Nayok, Chang Wat Nakhon Nayok 26000, Thailand']","['X3CX+FVW, San-Prasit Rd, Tambon Nai Mueang, Amphoe Mueang Nakhon Ratchasima, Chang Wat Nakhon Ratchasima 30000, Thailand']",198 km,2 hours 46 mins
84,สระแก้ว,จันทบุรี,"['9 Thetsaban 12 Alley, Amphoe Mueang Sa Kaeo, Chang Wat Sa Kaeo 27000, Thailand']","['33 เลียบเนิน, Tambon Wat Mai, Amphoe Mueang Chanthaburi, Chang Wat Chanthaburi 22000, Thailand']",157 km,2 hours 20 mins
85,สระแก้ว,ฉะเชิงเทรา,"['9 Thetsaban 12 Alley, Amphoe Mueang Sa Kaeo, Chang Wat Sa Kaeo 27000, Thailand']","['39 Maha Chakkraphat 5, Tambon Na Muang, Amphoe Mueang Chachoengsao, Chang Wat Chachoengsao 24000, Thailand']",121 km,1 hour 45 mins
86,สระแก้ว,ปราจีนบุรี,"['9 Thetsaban 12 Alley, Amphoe Mueang Sa Kaeo, Chang Wat Sa Kaeo 27000, Thailand']","['306/9 Prachin Anuson, Tambon Na Muang, Amphoe Mueang Prachin Buri, Chang Wat Prachin Buri 25000, Thailand']",88.6 km,1 hour 23 mins
87,สระแก้ว,นครราชสีมา,"['9 Thetsaban 12 Alley, Amphoe Mueang Sa Kaeo, Chang Wat Sa Kaeo 27000, Thailand']","['X3CX+FVW, San-Prasit Rd, Tambon Nai Mueang, Amphoe Mueang Nakhon Ratchasima, Chang Wat Nakhon Ratchasima 30000, Thailand']",174 km,2 hours 43 mins
88,สระแก้ว,บุรีรัมย์,"['9 Thetsaban 12 Alley, Amphoe Mueang Sa Kaeo, Chang Wat Sa Kaeo 27000, Thailand']","['234/6 Chira 13 Alley, Tambon Nai Mueang, Amphoe Mueang Buri Ram, Chang Wat Buri Ram 31000, Thailand']",222 km,3 hours 15 mins
89,นครราชสีมา,ลพบุรี,"['X3CX+FVW, San-Prasit Rd, Tambon Nai Mueang, Amphoe Mueang Nakhon Ratchasima, Chang Wat Nakhon Ratchasima 30000, Thailand']","['อาคารที่ว่าการอำเภอเมืองลพบุรี, ถนนนารายณ์มหาราช, ตำบลทะเลชุบศร อำเภอเมืองลพบุรี จังหวัดลพบุรี, 15000 Tambon Tha Hin, Amphoe Mueang Lop Buri, Chang Wat Lopburi 15000, Thailand']",198 km,2 hours 45 mins
90,นครราชสีมา,สระบุรี,"['X3CX+FVW, San-Prasit Rd, Tambon Nai Mueang, Amphoe Mueang Nakhon Ratchasima, Chang Wat Nakhon Ratchasima 30000, Thailand']","['10/4/19 ถนน พิชัยรณรงค์สงคราม Amphoe Mueang Saraburi, Chang Wat Saraburi 18000, Thailand']",155 km,2 hours 0 mins
91,นครราชสีมา,ปราจีนบุรี,"['X3CX+FVW, San-Prasit Rd, Tambon Nai Mueang, Amphoe Mueang Nakhon Ratchasima, Chang Wat Nakhon Ratchasima 30000, Thailand']","['306/9 Prachin Anuson, Tambon Na Muang, Amphoe Mueang Prachin Buri, Chang Wat Prachin Buri 25000, Thailand']",187 km,2 hours 55 mins
92,นครราชสีมา,นครนายก,"['X3CX+FVW, San-Prasit Rd, Tambon Nai Mueang, Amphoe Mueang Nakhon Ratchasima, Chang Wat Nakhon Ratchasima 30000, Thailand']","['160 Ban Yai Alley, Tambon Ban Yai, Amphoe Mueang Nakhon Nayok, Chang Wat Nakhon Nayok 26000, Thailand']",200 km,2 hours 44 mins
93,นครราชสีมา,สระแก้ว,"['X3CX+FVW, San-Prasit Rd, Tambon Nai Mueang, Amphoe Mueang Nakhon Ratchasima, Chang Wat Nakhon Ratchasima 30000, Thailand']","['9 Thetsaban 12 Alley, Amphoe Mueang Sa Kaeo, Chang Wat Sa Kaeo 27000, Thailand']",169 km,2 hours 39 mins
94,นครราชสีมา,บุรีรัมย์,"['X3CX+FVW, San-Prasit Rd, Tambon Nai Mueang, Amphoe Mueang Nakhon Ratchasima, Chang Wat Nakhon Ratchasima 30000, Thailand']","['234/6 Chira 13 Alley, Tambon Nai Mueang, Amphoe Mueang Buri Ram, Chang Wat Buri Ram 31000, Thailand']",125 km,1 hour 55 mins
95,นครราชสีมา,ชัยภูมิ,"['X3CX+FVW, San-Prasit Rd, Tambon Nai Mueang, Amphoe Mueang Nakhon Ratchasima, Chang Wat Nakhon Ratchasima 30000, Thailand']","['อาคารที่ว่าการอำเภอเมืองชัยภูมิ, ถนนองค์การ สาย 2, ตำบลในเมือง อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ, 36000 Tambon Nai Mueang, Amphoe Mueang Chaiyaphum, Chang Wat Chaiyaphum 36000, Thailand']",124 km,1 hour 59 mins
96,นครราชสีมา,ขอนแก่น,"['X3CX+FVW, San-Prasit Rd, Tambon Nai Mueang, Amphoe Mueang Nakhon Ratchasima, Chang Wat Nakhon Ratchasima 30000, Thailand']","['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']",193 km,2 hours 59 mins
97,บุรีรัมย์,สระแก้ว,"['234/6 Chira 13 Alley, Tambon Nai Mueang, Amphoe Mueang Buri Ram, Chang Wat Buri Ram 31000, Thailand']","['9 Thetsaban 12 Alley, Amphoe Mueang Sa Kaeo, Chang Wat Sa Kaeo 27000, Thailand']",222 km,3 hours 23 mins
98,บุรีรัมย์,นครราชสีมา,"['234/6 Chira 13 Alley, Tambon Nai Mueang, Amphoe Mueang Buri Ram, Chang Wat Buri Ram 31000, Thailand']","['X3CX+FVW, San-Prasit Rd, Tambon Nai Mueang, Amphoe Mueang Nakhon Ratchasima, Chang Wat Nakhon Ratchasima 30000, Thailand']",127 km,1 hour 56 mins
99,บุรีรัมย์,สุรินทร์,"['234/6 Chira 13 Alley, Tambon Nai Mueang, Amphoe Mueang Buri Ram, Chang Wat Buri Ram 31000, Thailand']","['ที่ว่าการ อำเภอ เมือง สุรินทร์, VFJR+VWW ถนน กรุงศรีนอก ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000, Thailand']",52.4 km,54 mins
100,บุรีรัมย์,ขอนแก่น,"['234/6 Chira 13 Alley, Tambon Nai Mueang, Amphoe Mueang Buri Ram, Chang Wat Buri Ram 31000, Thailand']","['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']",195 km,3 hours 3 mins
101,บุรีรัมย์,มหาสารคาม,"['234/6 Chira 13 Alley, Tambon Nai Mueang, Amphoe Mueang Buri Ram, Chang Wat Buri Ram 31000, Thailand']","['58M2+MM3, Talat, Mueang Maha Sarakham District, Maha Sarakham 44000, Thailand']",153 km,2 hours 16 mins
102,สุรินทร์,บุรีรัมย์,"['ที่ว่าการ อำเภอ เมือง สุรินทร์, VFJR+VWW ถนน กรุงศรีนอก ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000, Thailand']","['234/6 Chira 13 Alley, Tambon Nai Mueang, Amphoe Mueang Buri Ram, Chang Wat Buri Ram 31000, Thailand']",53.2 km,55 mins
103,สุรินทร์,ศรีสะเกษ,"['ที่ว่าการ อำเภอ เมือง สุรินทร์, VFJR+VWW ถนน กรุงศรีนอก ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000, Thailand']","['เลขที่ 278 ชุมชนกุดหวาย เทศบาลเมืองศรีสะเกษ, ตำบลศรีเกษ อำเภอเมืองศรีสะเกษ จังหวัดศรีสะเกษ, 33000 Tambon Mueang Nuea, Amphoe Mueang Si Sa Ket, Chang Wat Si Sa Ket 33000, Thailand']",106 km,1 hour 39 mins
104,สุรินทร์,มหาสารคาม,"['ที่ว่าการ อำเภอ เมือง สุรินทร์, VFJR+VWW ถนน กรุงศรีนอก ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000, Thailand']","['58M2+MM3, Talat, Mueang Maha Sarakham District, Maha Sarakham 44000, Thailand']",176 km,2 hours 42 mins
105,สุรินทร์,ร้อยเอ็ด,"['ที่ว่าการ อำเภอ เมือง สุรินทร์, VFJR+VWW ถนน กรุงศรีนอก ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000, Thailand']","['3M33+7V6, Nai Mueang, Mueang Roi Et District, Roi Et 45000, Thailand']",146 km,2 hours 11 mins
106,ศรีสะเกษ,สุรินทร์,"['เลขที่ 278 ชุมชนกุดหวาย เทศบาลเมืองศรีสะเกษ, ตำบลศรีเกษ อำเภอเมืองศรีสะเกษ จังหวัดศรีสะเกษ, 33000 Tambon Mueang Nuea, Amphoe Mueang Si Sa Ket, Chang Wat Si Sa Ket 33000, Thailand']","['ที่ว่าการ อำเภอ เมือง สุรินทร์, VFJR+VWW ถนน กรุงศรีนอก ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000, Thailand']",105 km,1 hour 38 mins
107,ศรีสะเกษ,อุบลราชธานี,"['เลขที่ 278 ชุมชนกุดหวาย เทศบาลเมืองศรีสะเกษ, ตำบลศรีเกษ อำเภอเมืองศรีสะเกษ จังหวัดศรีสะเกษ, 33000 Tambon Mueang Nuea, Amphoe Mueang Si Sa Ket, Chang Wat Si Sa Ket 33000, Thailand']","['165 Srinarong, Amphoe Mueang Ubon Ratchathani, Chang Wat Ubon Ratchathani 34000, Thailand']",64.1 km,1 hour 6 mins
108,ศรีสะเกษ,ยโสธร,"['เลขที่ 278 ชุมชนกุดหวาย เทศบาลเมืองศรีสะเกษ, ตำบลศรีเกษ อำเภอเมืองศรีสะเกษ จังหวัดศรีสะเกษ, 33000 Tambon Mueang Nuea, Amphoe Mueang Si Sa Ket, Chang Wat Si Sa Ket 33000, Thailand']","['ที่ว่าการ Chaeng Sanit Rd, Tambon Nai Mueang, Amphoe Mueang Yasothon, Chang Wat Yasothon 35000, Thailand']",104 km,1 hour 38 mins
109,ศรีสะเกษ,ร้อยเอ็ด,"['เลขที่ 278 ชุมชนกุดหวาย เทศบาลเมืองศรีสะเกษ, ตำบลศรีเกษ อำเภอเมืองศรีสะเกษ จังหวัดศรีสะเกษ, 33000 Tambon Mueang Nuea, Amphoe Mueang Si Sa Ket, Chang Wat Si Sa Ket 33000, Thailand']","['3M33+7V6, Nai Mueang, Mueang Roi Et District, Roi Et 45000, Thailand']",147 km,2 hours 12 mins
110,อุบลราชธานี,ศรีสะเกษ,"['165 Srinarong, Amphoe Mueang Ubon Ratchathani, Chang Wat Ubon Ratchathani 34000, Thailand']","['เลขที่ 278 ชุมชนกุดหวาย เทศบาลเมืองศรีสะเกษ, ตำบลศรีเกษ อำเภอเมืองศรีสะเกษ จังหวัดศรีสะเกษ, 33000 Tambon Mueang Nuea, Amphoe Mueang Si Sa Ket, Chang Wat Si Sa Ket 33000, Thailand']",65.8 km,1 hour 9 mins
111,อุบลราชธานี,ยโสธร,"['165 Srinarong, Amphoe Mueang Ubon Ratchathani, Chang Wat Ubon Ratchathani 34000, Thailand']","['ที่ว่าการ Chaeng Sanit Rd, Tambon Nai Mueang, Amphoe Mueang Yasothon, Chang Wat Yasothon 35000, Thailand']",104 km,1 hour 32 mins
112,อุบลราชธานี,อำนาจเจริญ,"['165 Srinarong, Amphoe Mueang Ubon Ratchathani, Chang Wat Ubon Ratchathani 34000, Thailand']","['VJ5H+8PV ถนนชยางกูร Tambon Bung, Amphoe Mueang Amnat Charoen, Chang Wat Amnat Charoen 37000, Thailand']",77.9 km,1 hour 15 mins
113,ยโสธร,ศรีสะเกษ,"['ที่ว่าการ Chaeng Sanit Rd, Tambon Nai Mueang, Amphoe Mueang Yasothon, Chang Wat Yasothon 35000, Thailand']","['เลขที่ 278 ชุมชนกุดหวาย เทศบาลเมืองศรีสะเกษ, ตำบลศรีเกษ อำเภอเมืองศรีสะเกษ จังหวัดศรีสะเกษ, 33000 Tambon Mueang Nuea, Amphoe Mueang Si Sa Ket, Chang Wat Si Sa Ket 33000, Thailand']",99.3 km,1 hour 36 mins
114,ยโสธร,อุบลราชธานี,"['ที่ว่าการ Chaeng Sanit Rd, Tambon Nai Mueang, Amphoe Mueang Yasothon, Chang Wat Yasothon 35000, Thailand']","['165 Srinarong, Amphoe Mueang Ubon Ratchathani, Chang Wat Ubon Ratchathani 34000, Thailand']",104 km,1 hour 32 mins
115,ยโสธร,อำนาจเจริญ,"['ที่ว่าการ Chaeng Sanit Rd, Tambon Nai Mueang, Amphoe Mueang Yasothon, Chang Wat Yasothon 35000, Thailand']","['VJ5H+8PV ถนนชยางกูร Tambon Bung, Amphoe Mueang Amnat Charoen, Chang Wat Amnat Charoen 37000, Thailand']",57.5 km,54 mins
116,ยโสธร,ร้อยเอ็ด,"['ที่ว่าการ Chaeng Sanit Rd, Tambon Nai Mueang, Amphoe Mueang Yasothon, Chang Wat Yasothon 35000, Thailand']","['3M33+7V6, Nai Mueang, Mueang Roi Et District, Roi Et 45000, Thailand']",67.3 km,1 hour 0 mins
117,ยโสธร,มุกดาหาร,"['ที่ว่าการ Chaeng Sanit Rd, Tambon Nai Mueang, Amphoe Mueang Yasothon, Chang Wat Yasothon 35000, Thailand']","['GPQ7+7WG ถนน พิทักษ์พนมเขต Amphoe Mueang Mukdahan, Chang Wat Mukdahan 49000, Thailand']",114 km,1 hour 49 mins
118,ชัยภูมิ,ลพบุรี,"['อาคารที่ว่าการอำเภอเมืองชัยภูมิ, ถนนองค์การ สาย 2, ตำบลในเมือง อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ, 36000 Tambon Nai Mueang, Amphoe Mueang Chaiyaphum, Chang Wat Chaiyaphum 36000, Thailand']","['อาคารที่ว่าการอำเภอเมืองลพบุรี, ถนนนารายณ์มหาราช, ตำบลทะเลชุบศร อำเภอเมืองลพบุรี จังหวัดลพบุรี, 15000 Tambon Tha Hin, Amphoe Mueang Lop Buri, Chang Wat Lopburi 15000, Thailand']",229 km,3 hours 26 mins
119,ชัยภูมิ,นครราชสีมา,"['อาคารที่ว่าการอำเภอเมืองชัยภูมิ, ถนนองค์การ สาย 2, ตำบลในเมือง อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ, 36000 Tambon Nai Mueang, Amphoe Mueang Chaiyaphum, Chang Wat Chaiyaphum 36000, Thailand']","['X3CX+FVW, San-Prasit Rd, Tambon Nai Mueang, Amphoe Mueang Nakhon Ratchasima, Chang Wat Nakhon Ratchasima 30000, Thailand']",110 km,1 hour 56 mins
120,ชัยภูมิ,ขอนแก่น,"['อาคารที่ว่าการอำเภอเมืองชัยภูมิ, ถนนองค์การ สาย 2, ตำบลในเมือง อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ, 36000 Tambon Nai Mueang, Amphoe Mueang Chaiyaphum, Chang Wat Chaiyaphum 36000, Thailand']","['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']",126 km,1 hour 58 mins
121,ชัยภูมิ,เพชรบูรณ์,"['อาคารที่ว่าการอำเภอเมืองชัยภูมิ, ถนนองค์การ สาย 2, ตำบลในเมือง อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ, 36000 Tambon Nai Mueang, Amphoe Mueang Chaiyaphum, Chang Wat Chaiyaphum 36000, Thailand']","['C4VX+5MW, Sadiang, Mueang Phetchabun District, Phetchabun 67000, Thailand']",202 km,3 hours 17 mins
122,อำนาจเจริญ,อุบลราชธานี,"['VJ5H+8PV ถนนชยางกูร Tambon Bung, Amphoe Mueang Amnat Charoen, Chang Wat Amnat Charoen 37000, Thailand']","['165 Srinarong, Amphoe Mueang Ubon Ratchathani, Chang Wat Ubon Ratchathani 34000, Thailand']",76.4 km,1 hour 13 mins
123,อำนาจเจริญ,ยโสธร,"['VJ5H+8PV ถนนชยางกูร Tambon Bung, Amphoe Mueang Amnat Charoen, Chang Wat Amnat Charoen 37000, Thailand']","['ที่ว่าการ Chaeng Sanit Rd, Tambon Nai Mueang, Amphoe Mueang Yasothon, Chang Wat Yasothon 35000, Thailand']",62.0 km,1 hour 7 mins
124,อำนาจเจริญ,มุกดาหาร,"['VJ5H+8PV ถนนชยางกูร Tambon Bung, Amphoe Mueang Amnat Charoen, Chang Wat Amnat Charoen 37000, Thailand']","['GPQ7+7WG ถนน พิทักษ์พนมเขต Amphoe Mueang Mukdahan, Chang Wat Mukdahan 49000, Thailand']",89.7 km,1 hour 21 mins
125,บึงกาฬ,หนองคาย,"['9M53+945 ถนนบึงกาฬ-นครพนม Amphoe Mueang Bueng Kan, Chang Wat Bueng Kan 38000, Thailand']","['VPJR+346, Nai Mueang, Mueang Nong Khai District, Nong Khai 43000, Thailand']",138 km,1 hour 58 mins
126,บึงกาฬ,สกลนคร,"['9M53+945 ถนนบึงกาฬ-นครพนม Amphoe Mueang Bueng Kan, Chang Wat Bueng Kan 38000, Thailand']","['อาคารที่ว่าการ 544M+8H4, Ratchakan Alley, Tambon That Na Weng, Amphoe Mueang Sakon Nakhon, Chang Wat Sakon Nakhon 47000, Thailand']",179 km,2 hours 53 mins
127,บึงกาฬ,นครพนม,"['9M53+945 ถนนบึงกาฬ-นครพนม Amphoe Mueang Bueng Kan, Chang Wat Bueng Kan 38000, Thailand']","['9Q86+V8M, Nong Yat, Mueang Nakhon Phanom District, Nakhon Phanom 48000, Thailand']",184 km,2 hours 31 mins
128,หนองบัวลำภู,ขอนแก่น,"['6C3V+JCP, 129 Annaloyo St, Tambon Nong Bua, Amphoe Mueang Nong Bua Lam Phu, Chang Wat Nong Bua Lam Phu 39000, Thailand']","['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']",113 km,1 hour 52 mins
129,หนองบัวลำภู,อุดรธานี,"['6C3V+JCP, 129 Annaloyo St, Tambon Nong Bua, Amphoe Mueang Nong Bua Lam Phu, Chang Wat Nong Bua Lam Phu 39000, Thailand']","['CQ8P+4CX, Mukkha Montri, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand']",47.6 km,51 mins
130,หนองบัวลำภู,เลย,"['6C3V+JCP, 129 Annaloyo St, Tambon Nong Bua, Amphoe Mueang Nong Bua Lam Phu, Chang Wat Nong Bua Lam Phu 39000, Thailand']","['FPQ9+5QC, Kut Pong, Mueang Loei District, Loei 42000, Thailand']",102 km,1 hour 35 mins
