,Unnamed: 0,original,destination,original address,destination address,distance,time
131,132,ขอนแก่น,บุรีรัมย์,"['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']","['234/6 Chira 13 Alley, Tambon Nai Mueang, Amphoe Mueang Buri Ram, Chang Wat Buri Ram 31000, Thailand']",196 km,3 hours 4 mins
132,133,ขอนแก่น,ชัยภูมิ,"['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']","['อาคารที่ว่าการอำเภอเมืองชัยภูมิ, ถนนองค์การ สาย 2, ตำบลในเมือง อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ, 36000 Tambon Nai Mueang, Amphoe Mueang Chaiyaphum, Chang Wat Chaiyaphum 36000, Thailand']",126 km,1 hour 59 mins
133,134,ขอนแก่น,หนองบัวลำภู,"['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']","['6C3V+JCP, 129 Annaloyo St, Tambon Nong Bua, Amphoe Mueang Nong Bua Lam Phu, Chang Wat Nong Bua Lam Phu 39000, Thailand']",113 km,1 hour 55 mins
134,135,ขอนแก่น,อุดรธานี,"['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']","['CQ8P+4CX, Mukkha Montri, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand']",121 km,1 hour 54 mins
135,136,ขอนแก่น,เลย,"['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']","['FPQ9+5QC, Kut Pong, Mueang Loei District, Loei 42000, Thailand']",208 km,3 hours 10 mins
136,137,ขอนแก่น,มหาสารคาม,"['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']","['58M2+MM3, Talat, Mueang Maha Sarakham District, Maha Sarakham 44000, Thailand']",77.7 km,1 hour 17 mins
137,138,ขอนแก่น,กาฬสินธุ์,"['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']","['CGVM+3MM, Phangmuang Rd, Tambon Nuea, Amphoe Mueang Kalasin, Chang Wat Kalasin 46000, Thailand']",82.4 km,1 hour 18 mins
138,139,ขอนแก่น,เพชรบูรณ์,"['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']","['C4VX+5MW, Sadiang, Mueang Phetchabun District, Phetchabun 67000, Thailand']",235 km,3 hours 30 mins
139,140,อุดรธานี,หนองบัวลำภู,"['CQ8P+4CX, Mukkha Montri, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand']","['6C3V+JCP, 129 Annaloyo St, Tambon Nong Bua, Amphoe Mueang Nong Bua Lam Phu, Chang Wat Nong Bua Lam Phu 39000, Thailand']",47.4 km,50 mins
140,141,อุดรธานี,ขอนแก่น,"['CQ8P+4CX, Mukkha Montri, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand']","['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']",120 km,1 hour 52 mins
141,142,อุดรธานี,เลย,"['CQ8P+4CX, Mukkha Montri, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand']","['FPQ9+5QC, Kut Pong, Mueang Loei District, Loei 42000, Thailand']",148 km,2 hours 22 mins
142,143,อุดรธานี,หนองคาย,"['CQ8P+4CX, Mukkha Montri, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand']","['VPJR+346, Nai Mueang, Mueang Nong Khai District, Nong Khai 43000, Thailand']",53.5 km,49 mins
143,144,อุดรธานี,กาฬสินธุ์,"['CQ8P+4CX, Mukkha Montri, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand']","['CGVM+3MM, Phangmuang Rd, Tambon Nuea, Amphoe Mueang Kalasin, Chang Wat Kalasin 46000, Thailand']",165 km,2 hours 46 mins
144,145,อุดรธานี,สกลนคร,"['CQ8P+4CX, Mukkha Montri, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand']","['อาคารที่ว่าการ 544M+8H4, Ratchakan Alley, Tambon That Na Weng, Amphoe Mueang Sakon Nakhon, Chang Wat Sakon Nakhon 47000, Thailand']",163 km,2 hours 32 mins
145,146,เลย,หนองบัวลำภู,"['FPQ9+5QC, Kut Pong, Mueang Loei District, Loei 42000, Thailand']","['6C3V+JCP, 129 Annaloyo St, Tambon Nong Bua, Amphoe Mueang Nong Bua Lam Phu, Chang Wat Nong Bua Lam Phu 39000, Thailand']",102 km,1 hour 35 mins
146,147,เลย,ขอนแก่น,"['FPQ9+5QC, Kut Pong, Mueang Loei District, Loei 42000, Thailand']","['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']",207 km,3 hours 11 mins
147,148,เลย,อุดรธานี,"['FPQ9+5QC, Kut Pong, Mueang Loei District, Loei 42000, Thailand']","['CQ8P+4CX, Mukkha Montri, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand']",149 km,2 hours 21 mins
148,149,เลย,หนองคาย,"['FPQ9+5QC, Kut Pong, Mueang Loei District, Loei 42000, Thailand']","['VPJR+346, Nai Mueang, Mueang Nong Khai District, Nong Khai 43000, Thailand']",182 km,3 hours 1 min
149,150,เลย,พิษณุโลก,"['FPQ9+5QC, Kut Pong, Mueang Loei District, Loei 42000, Thailand']","['7, Ban Khlong, อำเภอเมือง Chang Wat Phitsanulok 65000, Thailand']",228 km,3 hours 25 mins
150,151,เลย,เพชรบูรณ์,"['FPQ9+5QC, Kut Pong, Mueang Loei District, Loei 42000, Thailand']","['C4VX+5MW, Sadiang, Mueang Phetchabun District, Phetchabun 67000, Thailand']",190 km,2 hours 57 mins
151,152,หนองคาย,บึงกาฬ,"['VPJR+346, Nai Mueang, Mueang Nong Khai District, Nong Khai 43000, Thailand']","['9M53+945 ถนนบึงกาฬ-นครพนม Amphoe Mueang Bueng Kan, Chang Wat Bueng Kan 38000, Thailand']",137 km,1 hour 56 mins
152,153,หนองคาย,อุดรธานี,"['VPJR+346, Nai Mueang, Mueang Nong Khai District, Nong Khai 43000, Thailand']","['CQ8P+4CX, Mukkha Montri, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand']",54.0 km,52 mins
153,154,หนองคาย,เลย,"['VPJR+346, Nai Mueang, Mueang Nong Khai District, Nong Khai 43000, Thailand']","['FPQ9+5QC, Kut Pong, Mueang Loei District, Loei 42000, Thailand']",181 km,2 hours 59 mins
154,155,หนองคาย,สกลนคร,"['VPJR+346, Nai Mueang, Mueang Nong Khai District, Nong Khai 43000, Thailand']","['อาคารที่ว่าการ 544M+8H4, Ratchakan Alley, Tambon That Na Weng, Amphoe Mueang Sakon Nakhon, Chang Wat Sakon Nakhon 47000, Thailand']",216 km,3 hours 14 mins
155,156,มหาสารคาม,บุรีรัมย์,"['58M2+MM3, Talat, Mueang Maha Sarakham District, Maha Sarakham 44000, Thailand']","['234/6 Chira 13 Alley, Tambon Nai Mueang, Amphoe Mueang Buri Ram, Chang Wat Buri Ram 31000, Thailand']",154 km,2 hours 24 mins
156,157,มหาสารคาม,สุรินทร์,"['58M2+MM3, Talat, Mueang Maha Sarakham District, Maha Sarakham 44000, Thailand']","['ที่ว่าการ อำเภอ เมือง สุรินทร์, VFJR+VWW ถนน กรุงศรีนอก ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000, Thailand']",173 km,2 hours 43 mins
157,158,มหาสารคาม,ขอนแก่น,"['58M2+MM3, Talat, Mueang Maha Sarakham District, Maha Sarakham 44000, Thailand']","['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']",68.9 km,1 hour 16 mins
158,159,มหาสารคาม,ร้อยเอ็ด,"['58M2+MM3, Talat, Mueang Maha Sarakham District, Maha Sarakham 44000, Thailand']","['3M33+7V6, Nai Mueang, Mueang Roi Et District, Roi Et 45000, Thailand']",41.6 km,46 mins
159,160,มหาสารคาม,กาฬสินธุ์,"['58M2+MM3, Talat, Mueang Maha Sarakham District, Maha Sarakham 44000, Thailand']","['CGVM+3MM, Phangmuang Rd, Tambon Nuea, Amphoe Mueang Kalasin, Chang Wat Kalasin 46000, Thailand']",49.8 km,55 mins
160,161,ร้อยเอ็ด,สุรินทร์,"['3M33+7V6, Nai Mueang, Mueang Roi Et District, Roi Et 45000, Thailand']","['ที่ว่าการ อำเภอ เมือง สุรินทร์, VFJR+VWW ถนน กรุงศรีนอก ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000, Thailand']",145 km,2 hours 11 mins
161,162,ร้อยเอ็ด,ศรีสะเกษ,"['3M33+7V6, Nai Mueang, Mueang Roi Et District, Roi Et 45000, Thailand']","['เลขที่ 278 ชุมชนกุดหวาย เทศบาลเมืองศรีสะเกษ, ตำบลศรีเกษ อำเภอเมืองศรีสะเกษ จังหวัดศรีสะเกษ, 33000 Tambon Mueang Nuea, Amphoe Mueang Si Sa Ket, Chang Wat Si Sa Ket 33000, Thailand']",146 km,2 hours 11 mins
162,163,ร้อยเอ็ด,ยโสธร,"['3M33+7V6, Nai Mueang, Mueang Roi Et District, Roi Et 45000, Thailand']","['ที่ว่าการ Chaeng Sanit Rd, Tambon Nai Mueang, Amphoe Mueang Yasothon, Chang Wat Yasothon 35000, Thailand']",67.5 km,1 hour 1 min
163,164,ร้อยเอ็ด,มหาสารคาม,"['3M33+7V6, Nai Mueang, Mueang Roi Et District, Roi Et 45000, Thailand']","['58M2+MM3, Talat, Mueang Maha Sarakham District, Maha Sarakham 44000, Thailand']",41.3 km,46 mins
164,165,ร้อยเอ็ด,กาฬสินธุ์,"['3M33+7V6, Nai Mueang, Mueang Roi Et District, Roi Et 45000, Thailand']","['CGVM+3MM, Phangmuang Rd, Tambon Nuea, Amphoe Mueang Kalasin, Chang Wat Kalasin 46000, Thailand']",50.9 km,56 mins
165,166,ร้อยเอ็ด,มุกดาหาร,"['3M33+7V6, Nai Mueang, Mueang Roi Et District, Roi Et 45000, Thailand']","['GPQ7+7WG ถนน พิทักษ์พนมเขต Amphoe Mueang Mukdahan, Chang Wat Mukdahan 49000, Thailand']",153 km,2 hours 10 mins
166,167,กาฬสินธุ์,ขอนแก่น,"['CGVM+3MM, Phangmuang Rd, Tambon Nuea, Amphoe Mueang Kalasin, Chang Wat Kalasin 46000, Thailand']","['40000 Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Chang Wat Khon Kaen 40000, Thailand']",83.6 km,1 hour 21 mins
167,168,กาฬสินธุ์,อุดรธานี,"['CGVM+3MM, Phangmuang Rd, Tambon Nuea, Amphoe Mueang Kalasin, Chang Wat Kalasin 46000, Thailand']","['CQ8P+4CX, Mukkha Montri, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand']",166 km,2 hours 45 mins
168,169,กาฬสินธุ์,มหาสารคาม,"['CGVM+3MM, Phangmuang Rd, Tambon Nuea, Amphoe Mueang Kalasin, Chang Wat Kalasin 46000, Thailand']","['58M2+MM3, Talat, Mueang Maha Sarakham District, Maha Sarakham 44000, Thailand']",51.0 km,57 mins
169,170,กาฬสินธุ์,ร้อยเอ็ด,"['CGVM+3MM, Phangmuang Rd, Tambon Nuea, Amphoe Mueang Kalasin, Chang Wat Kalasin 46000, Thailand']","['3M33+7V6, Nai Mueang, Mueang Roi Et District, Roi Et 45000, Thailand']",52.0 km,58 mins
170,171,กาฬสินธุ์,สกลนคร,"['CGVM+3MM, Phangmuang Rd, Tambon Nuea, Amphoe Mueang Kalasin, Chang Wat Kalasin 46000, Thailand']","['อาคารที่ว่าการ 544M+8H4, Ratchakan Alley, Tambon That Na Weng, Amphoe Mueang Sakon Nakhon, Chang Wat Sakon Nakhon 47000, Thailand']",125 km,2 hours 3 mins
171,172,กาฬสินธุ์,มุกดาหาร,"['CGVM+3MM, Phangmuang Rd, Tambon Nuea, Amphoe Mueang Kalasin, Chang Wat Kalasin 46000, Thailand']","['GPQ7+7WG ถนน พิทักษ์พนมเขต Amphoe Mueang Mukdahan, Chang Wat Mukdahan 49000, Thailand']",143 km,1 hour 53 mins
172,173,สกลนคร,บึงกาฬ,"['อาคารที่ว่าการ 544M+8H4, Ratchakan Alley, Tambon That Na Weng, Amphoe Mueang Sakon Nakhon, Chang Wat Sakon Nakhon 47000, Thailand']","['9M53+945 ถนนบึงกาฬ-นครพนม Amphoe Mueang Bueng Kan, Chang Wat Bueng Kan 38000, Thailand']",184 km,2 hours 50 mins
173,174,สกลนคร,อุดรธานี,"['อาคารที่ว่าการ 544M+8H4, Ratchakan Alley, Tambon That Na Weng, Amphoe Mueang Sakon Nakhon, Chang Wat Sakon Nakhon 47000, Thailand']","['CQ8P+4CX, Mukkha Montri, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand']",164 km,2 hours 29 mins
174,175,สกลนคร,หนองคาย,"['อาคารที่ว่าการ 544M+8H4, Ratchakan Alley, Tambon That Na Weng, Amphoe Mueang Sakon Nakhon, Chang Wat Sakon Nakhon 47000, Thailand']","['VPJR+346, Nai Mueang, Mueang Nong Khai District, Nong Khai 43000, Thailand']",216 km,3 hours 12 mins
175,176,สกลนคร,กาฬสินธุ์,"['อาคารที่ว่าการ 544M+8H4, Ratchakan Alley, Tambon That Na Weng, Amphoe Mueang Sakon Nakhon, Chang Wat Sakon Nakhon 47000, Thailand']","['CGVM+3MM, Phangmuang Rd, Tambon Nuea, Amphoe Mueang Kalasin, Chang Wat Kalasin 46000, Thailand']",126 km,2 hours 0 mins
176,177,สกลนคร,นครพนม,"['อาคารที่ว่าการ 544M+8H4, Ratchakan Alley, Tambon That Na Weng, Amphoe Mueang Sakon Nakhon, Chang Wat Sakon Nakhon 47000, Thailand']","['9Q86+V8M, Nong Yat, Mueang Nakhon Phanom District, Nakhon Phanom 48000, Thailand']",91.8 km,1 hour 22 mins
177,178,สกลนคร,มุกดาหาร,"['อาคารที่ว่าการ 544M+8H4, Ratchakan Alley, Tambon That Na Weng, Amphoe Mueang Sakon Nakhon, Chang Wat Sakon Nakhon 47000, Thailand']","['GPQ7+7WG ถนน พิทักษ์พนมเขต Amphoe Mueang Mukdahan, Chang Wat Mukdahan 49000, Thailand']",117 km,1 hour 47 mins
178,179,นครพนม,บึงกาฬ,"['9Q86+V8M, Nong Yat, Mueang Nakhon Phanom District, Nakhon Phanom 48000, Thailand']","['9M53+945 ถนนบึงกาฬ-นครพนม Amphoe Mueang Bueng Kan, Chang Wat Bueng Kan 38000, Thailand']",185 km,2 hours 33 mins
179,180,นครพนม,สกลนคร,"['9Q86+V8M, Nong Yat, Mueang Nakhon Phanom District, Nakhon Phanom 48000, Thailand']","['อาคารที่ว่าการ 544M+8H4, Ratchakan Alley, Tambon That Na Weng, Amphoe Mueang Sakon Nakhon, Chang Wat Sakon Nakhon 47000, Thailand']",91.4 km,1 hour 22 mins
180,181,นครพนม,มุกดาหาร,"['9Q86+V8M, Nong Yat, Mueang Nakhon Phanom District, Nakhon Phanom 48000, Thailand']","['GPQ7+7WG ถนน พิทักษ์พนมเขต Amphoe Mueang Mukdahan, Chang Wat Mukdahan 49000, Thailand']",107 km,1 hour 40 mins
181,182,มุกดาหาร,ยโสธร,"['GPQ7+7WG ถนน พิทักษ์พนมเขต Amphoe Mueang Mukdahan, Chang Wat Mukdahan 49000, Thailand']","['ที่ว่าการ Chaeng Sanit Rd, Tambon Nai Mueang, Amphoe Mueang Yasothon, Chang Wat Yasothon 35000, Thailand']",115 km,1 hour 48 mins
182,183,มุกดาหาร,อำนาจเจริญ,"['GPQ7+7WG ถนน พิทักษ์พนมเขต Amphoe Mueang Mukdahan, Chang Wat Mukdahan 49000, Thailand']","['VJ5H+8PV ถนนชยางกูร Tambon Bung, Amphoe Mueang Amnat Charoen, Chang Wat Amnat Charoen 37000, Thailand']",89.6 km,1 hour 20 mins
183,184,มุกดาหาร,ร้อยเอ็ด,"['GPQ7+7WG ถนน พิทักษ์พนมเขต Amphoe Mueang Mukdahan, Chang Wat Mukdahan 49000, Thailand']","['3M33+7V6, Nai Mueang, Mueang Roi Et District, Roi Et 45000, Thailand']",153 km,2 hours 10 mins
184,185,มุกดาหาร,กาฬสินธุ์,"['GPQ7+7WG ถนน พิทักษ์พนมเขต Amphoe Mueang Mukdahan, Chang Wat Mukdahan 49000, Thailand']","['CGVM+3MM, Phangmuang Rd, Tambon Nuea, Amphoe Mueang Kalasin, Chang Wat Kalasin 46000, Thailand']",145 km,1 hour 53 mins
185,186,มุกดาหาร,สกลนคร,"['GPQ7+7WG ถนน พิทักษ์พนมเขต Amphoe Mueang Mukdahan, Chang Wat Mukdahan 49000, Thailand']","['อาคารที่ว่าการ 544M+8H4, Ratchakan Alley, Tambon That Na Weng, Amphoe Mueang Sakon Nakhon, Chang Wat Sakon Nakhon 47000, Thailand']",117 km,1 hour 50 mins
186,187,มุกดาหาร,นครพนม,"['GPQ7+7WG ถนน พิทักษ์พนมเขต Amphoe Mueang Mukdahan, Chang Wat Mukdahan 49000, Thailand']","['9Q86+V8M, Nong Yat, Mueang Nakhon Phanom District, Nakhon Phanom 48000, Thailand']",108 km,1 hour 40 mins
187,188,เชียงใหม่,ลำพูน,"['99/9 Chotana Rd, Tambon Chang Phueak, Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai 50300, Thailand']","['H2H9+69C, Wiang Yong, Mueang Lamphun District, Lamphun 51000, Thailand']",36.4 km,41 mins
188,189,เชียงใหม่,ลำปาง,"['99/9 Chotana Rd, Tambon Chang Phueak, Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai 50300, Thailand']","['8 ถนนบุญวาทย์ Tambon Hua Wiang, Amphoe Mueang Lampang, Chang Wat Lampang 52000, Thailand']",107 km,1 hour 39 mins
189,190,เชียงใหม่,เชียงราย,"['99/9 Chotana Rd, Tambon Chang Phueak, Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai 50300, Thailand']","['525 หมู่ที่ 6 Tambon Rim Kok, Amphoe Mueang Chiang Rai, Chang Wat Chiang Rai 57100, Thailand']",194 km,3 hours 5 mins
190,191,เชียงใหม่,แม่ฮ่องสอน,"['99/9 Chotana Rd, Tambon Chang Phueak, Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai 50300, Thailand']","['อาคารที่ว่าการอำเภอเมืองแม่ฮ่องสอน, ถนนปางล้อนิคม, ตำบลจองคำ อำเภอเมืองแม่ฮ่องสอน จังหวัดแม่ฮ่องสอน, 58000 Tambon Pang Mu, Amphoe Mueang Mae Hong Son, Chang Wat Mae Hong Son 58000, Thailand']",230 km,4 hours 53 mins
191,192,เชียงใหม่,ตาก,"['99/9 Chotana Rd, Tambon Chang Phueak, Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai 50300, Thailand']","['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']",281 km,3 hours 37 mins
192,193,ลำพูน,เชียงใหม่,"['H2H9+69C, Wiang Yong, Mueang Lamphun District, Lamphun 51000, Thailand']","['99/9 Chotana Rd, Tambon Chang Phueak, Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai 50300, Thailand']",37.7 km,38 mins
193,194,ลำพูน,ลำปาง,"['H2H9+69C, Wiang Yong, Mueang Lamphun District, Lamphun 51000, Thailand']","['8 ถนนบุญวาทย์ Tambon Hua Wiang, Amphoe Mueang Lampang, Chang Wat Lampang 52000, Thailand']",74.8 km,1 hour 8 mins
194,195,ลำพูน,ตาก,"['H2H9+69C, Wiang Yong, Mueang Lamphun District, Lamphun 51000, Thailand']","['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']",248 km,3 hours 6 mins
195,196,ลำปาง,เชียงใหม่,"['8 ถนนบุญวาทย์ Tambon Hua Wiang, Amphoe Mueang Lampang, Chang Wat Lampang 52000, Thailand']","['99/9 Chotana Rd, Tambon Chang Phueak, Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai 50300, Thailand']",107 km,1 hour 37 mins
196,197,ลำปาง,ลำพูน,"['8 ถนนบุญวาทย์ Tambon Hua Wiang, Amphoe Mueang Lampang, Chang Wat Lampang 52000, Thailand']","['H2H9+69C, Wiang Yong, Mueang Lamphun District, Lamphun 51000, Thailand']",75.3 km,1 hour 8 mins
197,198,ลำปาง,แพร่,"['8 ถนนบุญวาทย์ Tambon Hua Wiang, Amphoe Mueang Lampang, Chang Wat Lampang 52000, Thailand']","['ที่ว่าการอำเภอเมืองแพร่ ถนน 44WR+5GH, Chaiyabun Rd, Tambon Nai Wiang, Amphoe Mueang Phrae, Chang Wat Phrae 54000, Thailand']",102 km,1 hour 33 mins
198,199,ลำปาง,พะเยา,"['8 ถนนบุญวาทย์ Tambon Hua Wiang, Amphoe Mueang Lampang, Chang Wat Lampang 52000, Thailand']","['99 หมู่ 12, ตำบลจําป่าหวาย อำเภอเมือง จังหวัดพะเยา, 56000 Tambon Ban Tom, Amphoe Mueang Phayao, Chang Wat Phayao 56000, Thailand']",137 km,2 hours 4 mins
199,200,ลำปาง,เชียงราย,"['8 ถนนบุญวาทย์ Tambon Hua Wiang, Amphoe Mueang Lampang, Chang Wat Lampang 52000, Thailand']","['525 หมู่ที่ 6 Tambon Rim Kok, Amphoe Mueang Chiang Rai, Chang Wat Chiang Rai 57100, Thailand']",231 km,3 hours 28 mins
200,201,ลำปาง,ตาก,"['8 ถนนบุญวาทย์ Tambon Hua Wiang, Amphoe Mueang Lampang, Chang Wat Lampang 52000, Thailand']","['V4JF+HF3, Nong Luang, Mueang Tak District, Tak 63000, Thailand']",183 km,2 hours 19 mins
201,202,ลำปาง,สุโขทัย,"['8 ถนนบุญวาทย์ Tambon Hua Wiang, Amphoe Mueang Lampang, Chang Wat Lampang 52000, Thailand']","['2R5F+596, Thani, Mueang Sukhothai District, Sukhothai 64000, Thailand']",210 km,3 hours 1 min
202,203,อุตรดิตถ์,แพร่,"['J3GW+8Q6, Pracha Nimit Rd, Tambon Tha It, Amphoe Mueang Uttaradit, Chang Wat Uttaradit 53000, Thailand']","['ที่ว่าการอำเภอเมืองแพร่ ถนน 44WR+5GH, Chaiyabun Rd, Tambon Nai Wiang, Amphoe Mueang Phrae, Chang Wat Phrae 54000, Thailand']",75.3 km,1 hour 9 mins
203,204,อุตรดิตถ์,น่าน,"['J3GW+8Q6, Pracha Nimit Rd, Tambon Tha It, Amphoe Mueang Uttaradit, Chang Wat Uttaradit 53000, Thailand']","['45 ม.6, อ.เมือง จ.น่าน, 55000 Tambon Chaiyasathan, Amphoe Mueang Nan, Chang Wat Nan 55000, Thailand']",195 km,2 hours 50 mins
204,205,อุตรดิตถ์,สุโขทัย,"['J3GW+8Q6, Pracha Nimit Rd, Tambon Tha It, Amphoe Mueang Uttaradit, Chang Wat Uttaradit 53000, Thailand']","['2R5F+596, Thani, Mueang Sukhothai District, Sukhothai 64000, Thailand']",88.5 km,1 hour 28 mins
205,206,อุตรดิตถ์,พิษณุโลก,"['J3GW+8Q6, Pracha Nimit Rd, Tambon Tha It, Amphoe Mueang Uttaradit, Chang Wat Uttaradit 53000, Thailand']","['7, Ban Khlong, อำเภอเมือง Chang Wat Phitsanulok 65000, Thailand']",110 km,1 hour 32 mins
206,207,แพร่,ลำปาง,"['ที่ว่าการอำเภอเมืองแพร่ ถนน 44WR+5GH, Chaiyabun Rd, Tambon Nai Wiang, Amphoe Mueang Phrae, Chang Wat Phrae 54000, Thailand']","['8 ถนนบุญวาทย์ Tambon Hua Wiang, Amphoe Mueang Lampang, Chang Wat Lampang 52000, Thailand']",103 km,1 hour 34 mins
